bill_id	bill_type	congress	introduced_at	bill_number	sponsor_SGID
hres1034-115	hres	115	2018-07-26	1034	1624
hres993-115	hres	115	2018-07-16	993	1449
hres239-115	hres	115	2017-04-03	239	347
hres408-115	hres	115	2017-06-26	408	608
hres260-115	hres	115	2017-04-06	260	1613
hres1169-115	hres	115	2018-12-06	1169	1728
hres112-115	hres	115	2017-02-09	112	1543
hres671-115	hres	115	2017-12-21	671	1560
hres887-115	hres	115	2018-05-10	887	1911
hres1040-115	hres	115	2018-07-31	1040	1995
hres362-115	hres	115	2017-05-25	362	1960
hres423-115	hres	115	2017-06-29	423	1887
hres916-115	hres	115	2018-05-25	916	1468
hres437-115	hres	115	2017-07-12	437	282
hres940-115	hres	115	2018-06-13	940	1319
hres83-115	hres	115	2017-02-02	83	1819
hres794-115	hres	115	2018-03-21	794	1706
hres154-115	hres	115	2017-02-27	154	1941
hres182-115	hres	115	2017-03-08	182	1551
hres304-115	hres	115	2017-05-02	304	1588
hres46-115	hres	115	2017-01-12	46	1424
hres402-115	hres	115	2017-06-22	402	1473
hres1091-115	hres	115	2018-09-27	1091	187
hres1087-115	hres	115	2018-09-26	1087	1980
hres915-115	hres	115	2018-05-25	915	1297
hres699-115	hres	115	2018-01-18	699	1629
hres62-115	hres	115	2017-01-24	62	1913
hres129-115	hres	115	2017-02-15	129	608
hres277-115	hres	115	2017-04-25	277	1797
hres774-115	hres	115	2018-03-13	774	1698
hres393-115	hres	115	2017-06-20	393	515
hres359-115	hres	115	2017-05-25	359	1683
hres438-115	hres	115	2017-07-12	438	1344
hres864-115	hres	115	2018-04-27	864	1473
hres1086-115	hres	115	2018-09-26	1086	1777
hres497-115	hres	115	2017-08-18	497	705
hres137-115	hres	115	2017-02-16	137	1758
hres800-115	hres	115	2018-03-22	800	233
hres559-115	hres	115	2017-10-05	559	1295
hres23-115	hres	115	2017-01-05	23	934
hres1069-115	hres	115	2018-09-13	1069	1812
hres660-115	hres	115	2017-12-12	660	1801
hres26-115	hres	115	2017-01-05	26	1936
hres566-115	hres	115	2017-10-10	566	1626
hres1078-115	hres	115	2018-09-25	1078	1449
hres57-115	hres	115	2017-01-24	57	1520
hres980-115	hres	115	2018-07-03	980	1631
hres618-115	hres	115	2017-11-13	618	1839
hres214-115	hres	115	2017-03-21	214	1507
hres446-115	hres	115	2017-07-14	446	1935
hres90-115	hres	115	2017-02-03	90	1801
hres1118-115	hres	115	2018-10-05	1118	1718
hres300-115	hres	115	2017-05-01	300	1613
hres977-115	hres	115	2018-06-28	977	1615
hres943-115	hres	115	2018-06-14	943	1319
hres111-115	hres	115	2017-02-09	111	854
hres47-115	hres	115	2017-01-12	47	1751
hres371-115	hres	115	2017-05-26	371	604
hres713-115	hres	115	2018-01-25	713	1569
hres661-115	hres	115	2017-12-12	661	1801
hres1129-115	hres	115	2018-10-19	1129	1520
hres1032-115	hres	115	2018-07-25	1032	1406
hres650-115	hres	115	2017-12-07	650	1468
hres651-115	hres	115	2017-12-07	651	347
hres744-115	hres	115	2018-02-16	744	1835
hres435-115	hres	115	2017-07-11	435	1316
hres315-115	hres	115	2017-05-04	315	604
hres336-115	hres	115	2017-05-18	336	347
hres1038-115	hres	115	2018-07-26	1038	1835
hres310-115	hres	115	2017-05-03	310	1846
hres1102-115	hres	115	2018-09-28	1102	1907
hres867-115	hres	115	2018-05-01	867	1612
hres514-115	hres	115	2017-09-13	514	1579
hres297-115	hres	115	2017-04-28	297	1830
hres145-115	hres	115	2017-02-16	145	1995
hres117-115	hres	115	2017-02-13	117	1671
hres1097-115	hres	115	2018-09-27	1097	1981
hres193-115	hres	115	2017-03-10	193	1946
hres38-115	hres	115	2017-01-10	38	1671
hres1144-115	hres	115	2018-11-13	1144	187
hres987-115	hres	115	2018-07-11	987	1385
hres998-115	hres	115	2018-07-16	998	1612
hres419-115	hres	115	2017-06-28	419	1542
hres675-115	hres	115	2018-01-03	675	1877
hres1150-115	hres	115	2018-11-16	1150	1919
hres343-115	hres	115	2017-05-18	343	871
hres207-115	hres	115	2017-03-17	207	1728
hres403-115	hres	115	2017-06-22	403	1473
hres868-115	hres	115	2018-05-03	868	1882
hres349-115	hres	115	2017-05-22	349	1977
hres870-115	hres	115	2018-05-03	870	1720
hres1153-115	hres	115	2018-11-16	1153	640
hres270-115	hres	115	2017-04-06	270	1001
hres1133-115	hres	115	2018-10-26	1133	1907
hres976-115	hres	115	2018-06-28	976	1078
hres187-115	hres	115	2017-03-09	187	1699
hres654-115	hres	115	2017-12-07	654	1657
hres752-115	hres	115	2018-02-27	752	1078
hres296-115	hres	115	2017-04-28	296	1793
hres665-115	hres	115	2017-12-15	665	1629
hres972-115	hres	115	2018-06-28	972	1542
hres1065-115	hres	115	2018-09-13	1065	1579
hres1092-115	hres	115	2018-09-27	1092	1502
hres61-115	hres	115	2017-01-24	61	1908
hres1061-115	hres	115	2018-09-12	1061	604
hres720-115	hres	115	2018-01-30	720	1605
hres858-115	hres	115	2018-04-27	858	1850
hres1120-115	hres	115	2018-10-05	1120	1626
hres852-115	hres	115	2018-04-26	852	1791
hres490-115	hres	115	2017-07-28	490	284
hres293-115	hres	115	2017-04-28	293	1801
hres803-115	hres	115	2018-03-22	803	1651
hres808-115	hres	115	2018-03-29	808	1832
hres722-115	hres	115	2018-02-02	722	1007
hres845-115	hres	115	2018-04-25	845	1850
hres576-115	hres	115	2017-10-23	576	1541
hres320-115	hres	115	2017-05-11	320	1495
hres874-115	hres	115	2018-05-07	874	640
hres68-115	hres	115	2017-01-27	68	515
hres208-115	hres	115	2017-03-17	208	1799
hres599-115	hres	115	2017-11-01	599	1942
hres1010-115	hres	115	2018-07-23	1010	1872
hres72-115	hres	115	2017-01-30	72	1908
hres575-115	hres	115	2017-10-19	575	1946
hres715-115	hres	115	2018-01-29	715	593
hres758-115	hres	115	2018-02-27	758	693
hres959-115	hres	115	2018-06-22	959	1857
hres283-115	hres	115	2017-04-26	283	1801
hres1119-115	hres	115	2018-10-05	1119	1328
hres351-115	hres	115	2017-05-23	351	989
hres683-115	hres	115	2018-01-10	683	1751
hres113-115	hres	115	2017-02-09	113	983
hres135-115	hres	115	2017-02-16	135	1882
hres76-115	hres	115	2017-01-31	76	1461
hres1156-115	hres	115	2018-11-20	1156	1877
hres884-115	hres	115	2018-05-09	884	282
hres991-115	hres	115	2018-07-12	991	1564
hres979-115	hres	115	2018-06-29	979	983
hres517-115	hres	115	2017-09-13	517	1409
hres105-115	hres	115	2017-02-07	105	854
hres1172-115	hres	115	2018-12-10	1172	1768
hres532-115	hres	115	2017-09-25	532	1499
hres969-115	hres	115	2018-06-26	969	1967
hres256-115	hres	115	2017-04-06	256	1605
hres1115-115	hres	115	2018-10-05	1115	1804
hres530-115	hres	115	2017-09-21	530	1751
hres812-115	hres	115	2018-04-10	812	1646
hres782-115	hres	115	2018-03-14	782	1613
hres332-115	hres	115	2017-05-17	332	1319
hres422-115	hres	115	2017-06-29	422	347
hres63-115	hres	115	2017-01-24	63	1835
hres763-115	hres	115	2018-03-05	763	1544
hres955-115	hres	115	2018-06-20	955	1541
hres523-115	hres	115	2017-09-14	523	1699
hres944-115	hres	115	2018-06-14	944	1995
hres1062-115	hres	115	2018-09-12	1062	1973
hres792-115	hres	115	2018-03-20	792	1049
hres746-115	hres	115	2018-02-23	746	1867
hres1057-115	hres	115	2018-09-07	1057	688
hres906-115	hres	115	2018-05-21	906	1799
hres921-115	hres	115	2018-06-05	921	872
hres1116-115	hres	115	2018-10-05	1116	1409
hres255-115	hres	115	2017-04-06	255	1565
hres843-115	hres	115	2018-04-24	843	1995
hres196-115	hres	115	2017-03-13	196	1613
hres58-115	hres	115	2017-01-24	58	989
hres889-115	hres	115	2018-05-10	889	604
hres1053-115	hres	115	2018-09-06	1053	1915
hres797-115	hres	115	2018-03-22	797	1889
hres973-115	hres	115	2018-06-28	973	688
hres227-115	hres	115	2017-03-23	227	1974
hres238-115	hres	115	2017-03-30	238	1503
hres809-115	hres	115	2018-03-29	809	1507
hres503-115	hres	115	2017-09-06	503	1637
hres328-115	hres	115	2017-05-16	328	1991
hres859-115	hres	115	2018-04-27	859	282
hres406-115	hres	115	2017-06-26	406	1667
hres640-115	hres	115	2017-12-01	640	1613
hres84-115	hres	115	2017-02-02	84	1904
hres1178-115	hres	115	2018-12-11	1178	1492
hres753-115	hres	115	2018-02-27	753	1816
hres1122-115	hres	115	2018-10-12	1122	1390
hres134-115	hres	115	2017-02-16	134	1840
hres781-115	hres	115	2018-03-14	781	1891
hres984-115	hres	115	2018-07-06	984	1993
hres604-115	hres	115	2017-11-02	604	1615
hres11-115	hres	115	2017-01-03	11	1002
hres458-115	hres	115	2017-07-19	458	1917
hres330-115	hres	115	2017-05-17	330	1901
hres827-115	hres	115	2018-04-13	827	1896
hres686-115	hres	115	2018-01-11	686	1919
hres656-115	hres	115	2017-12-12	656	1875
hres945-115	hres	115	2018-06-14	945	1606
hres49-115	hres	115	2017-01-12	49	1319
hres1005-115	hres	115	2018-07-19	1005	1158
hres919-115	hres	115	2018-06-05	919	1881
hres775-115	hres	115	2018-03-13	775	1951
hres1104-115	hres	115	2018-09-28	1104	1542
hres946-115	hres	115	2018-06-15	946	1319
hres467-115	hres	115	2017-07-20	467	1632
hres829-115	hres	115	2018-04-13	829	1688
hres125-115	hres	115	2017-02-14	125	1648
hres288-115	hres	115	2017-04-27	288	187
hres593-115	hres	115	2017-10-26	593	1319
hres1048-115	hres	115	2018-08-31	1048	1970
hres638-115	hres	115	2017-11-30	638	1694
hres176-115	hres	115	2017-03-07	176	1319
hres399-115	hres	115	2017-06-21	399	1925
hres633-115	hres	115	2017-11-28	633	1812
hres1145-115	hres	115	2018-11-13	1145	1678
hres1044-115	hres	115	2018-08-28	1044	1926
hres1141-115	hres	115	2018-11-09	1141	1987
hres372-115	hres	115	2017-06-02	372	1319
hres395-115	hres	115	2017-06-20	395	1954
hres778-115	hres	115	2018-03-13	778	1994
hres43-115	hres	115	2017-01-10	43	1612
hres463-115	hres	115	2017-07-20	463	1212
hres319-115	hres	115	2017-05-11	319	1718
hres1155-115	hres	115	2018-11-16	1155	858
hres376-115	hres	115	2017-06-06	376	1560
hres276-115	hres	115	2017-04-25	276	1886
hres757-115	hres	115	2018-02-27	757	1569
hres461-115	hres	115	2017-07-19	461	1989
hres947-115	hres	115	2018-06-19	947	1689
hres65-115	hres	115	2017-01-27	65	1366
hres199-115	hres	115	2017-03-15	199	1830
hres386-115	hres	115	2017-06-15	386	593
hres1007-115	hres	115	2018-07-23	1007	1983
hres907-115	hres	115	2018-05-22	907	2004
hres162-115	hres	115	2017-03-01	162	1791
hres237-115	hres	115	2017-03-30	237	1797
hres914-115	hres	115	2018-05-25	914	1699
hres1015-115	hres	115	2018-07-23	1015	1651
hres356-115	hres	115	2017-05-24	356	733
hres85-115	hres	115	2017-02-02	85	1946
hres1148-115	hres	115	2018-11-15	1148	1819
hres442-115	hres	115	2017-07-13	442	1212
hres535-115	hres	115	2017-09-25	535	891
hres493-115	hres	115	2017-07-28	493	1946
hres926-115	hres	115	2018-06-06	926	621
hres534-115	hres	115	2017-09-25	534	1458
hres136-115	hres	115	2017-02-16	136	1614
hres281-115	hres	115	2017-04-26	281	1797
hres1072-115	hres	115	2018-09-20	1072	1646
hres643-115	hres	115	2017-12-04	643	617
hres697-115	hres	115	2018-01-17	697	891
hres143-115	hres	115	2017-02-16	143	1800
hres28-115	hres	115	2017-01-05	28	1409
hres770-115	hres	115	2018-03-09	770	1319
hres956-115	hres	115	2018-06-21	956	1406
hres1166-115	hres	115	2018-11-30	1166	1542
hres1066-115	hres	115	2018-09-13	1066	2003
hres1030-115	hres	115	2018-07-25	1030	1980
hres78-115	hres	115	2017-02-01	78	1398
hres147-115	hres	115	2017-02-17	147	1542
hres140-115	hres	115	2017-02-16	140	1319
hres264-115	hres	115	2017-04-06	264	1520
hres79-115	hres	115	2017-02-01	79	1542
hres526-115	hres	115	2017-09-14	526	570
hres768-115	hres	115	2018-03-08	768	1896
hres1014-115	hres	115	2018-07-23	1014	593
hres475-115	hres	115	2017-07-25	475	1975
hres1068-115	hres	115	2018-09-13	1068	1797
hres883-115	hres	115	2018-05-09	883	1397
hres1179-115	hres	115	2018-12-13	1179	693
hres707-115	hres	115	2018-01-19	707	1987
hres213-115	hres	115	2017-03-21	213	1569
hres692-115	hres	115	2018-01-12	692	1520
hres664-115	hres	115	2017-12-13	664	640
hres769-115	hres	115	2018-03-09	769	1857
hres1094-115	hres	115	2018-09-27	1094	1285
hres485-115	hres	115	2017-07-28	485	1886
hres541-115	hres	115	2017-09-27	541	1680
hres418-115	hres	115	2017-06-28	418	1775
hres355-115	hres	115	2017-05-24	355	1324
hres189-115	hres	115	2017-03-10	189	1681
hres166-115	hres	115	2017-03-02	166	1780
hres925-115	hres	115	2018-06-06	925	515
hres235-115	hres	115	2017-03-30	235	1158
hres426-115	hres	115	2017-06-29	426	1613
hres545-115	hres	115	2017-09-28	545	1584
hres735-115	hres	115	2018-02-08	735	1285
hres854-115	hres	115	2018-04-26	854	1999
hres587-115	hres	115	2017-10-25	587	1804
hres702-115	hres	115	2018-01-18	702	1385
hres1023-115	hres	115	2018-07-24	1023	1954
hres1114-115	hres	115	2018-10-02	1114	1588
hres1187-115	hres	115	2018-12-21	1187	1995
hres641-115	hres	115	2017-12-01	641	693
hres152-115	hres	115	2017-02-27	152	1752
hres1101-115	hres	115	2018-09-28	1101	1451
hres1055-115	hres	115	2018-09-07	1055	1905
hres445-115	hres	115	2017-07-13	445	1829
hres1147-115	hres	115	2018-11-14	1147	1550
hres983-115	hres	115	2018-07-06	983	1892
hres779-115	hres	115	2018-03-14	779	1858
hres848-115	hres	115	2018-04-25	848	1801
hres810-115	hres	115	2018-04-05	810	1728
hres367-115	hres	115	2017-05-25	367	1390
hres384-115	hres	115	2017-06-14	384	1825
hres909-115	hres	115	2018-05-22	909	1841
hres1008-115	hres	115	2018-07-23	1008	347
hres798-115	hres	115	2018-03-22	798	1366
hres890-115	hres	115	2018-05-10	890	1841
hres257-115	hres	115	2017-04-06	257	1895
hres698-115	hres	115	2018-01-17	698	1655
hres1058-115	hres	115	2018-09-12	1058	1853
hres737-115	hres	115	2018-02-13	737	1611
hres223-115	hres	115	2017-03-23	223	1805
hres271-115	hres	115	2017-04-06	271	1805
hres982-115	hres	115	2018-07-03	982	891
hres234-115	hres	115	2017-03-30	234	1451
hres35-115	hres	115	2017-01-09	35	325
hres749-115	hres	115	2018-02-26	749	1675
hres452-115	hres	115	2017-07-17	452	1902
hres215-115	hres	115	2017-03-21	215	1564
hres568-115	hres	115	2017-10-11	568	872
hres66-115	hres	115	2017-01-27	66	1409
hres163-115	hres	115	2017-03-01	163	1787
hres286-115	hres	115	2017-04-27	286	1863
hres179-115	hres	115	2017-03-08	179	1950
hres400-115	hres	115	2017-06-22	400	1898
hres15-115	hres	115	2017-01-03	15	1424
hres428-115	hres	115	2017-06-29	428	1495
hres896-115	hres	115	2018-05-15	896	1707
hres567-115	hres	115	2017-10-11	567	1699
hres988-115	hres	115	2018-07-11	988	1850
hres524-115	hres	115	2017-09-14	524	1797
hres1085-115	hres	115	2018-09-26	1085	1809
hres1073-115	hres	115	2018-09-20	1073	1569
hres936-115	hres	115	2018-06-13	936	2000
hres862-115	hres	115	2018-04-27	862	1917
hres86-115	hres	115	2017-02-03	86	1530
hres312-115	hres	115	2017-05-03	312	1424
hres243-115	hres	115	2017-04-03	243	1840
hres252-115	hres	115	2017-04-06	252	1948
hres160-115	hres	115	2017-03-01	160	1758
hres1170-115	hres	115	2018-12-06	1170	1699
hres313-115	hres	115	2017-05-03	313	1632
hres766-115	hres	115	2018-03-07	766	99
hres253-115	hres	115	2017-04-06	253	1451
hres602-115	hres	115	2017-11-01	602	1458
hres772-115	hres	115	2018-03-13	772	1720
hres1134-115	hres	115	2018-10-26	1134	1867
hres910-115	hres	115	2018-05-24	910	1322
hres380-115	hres	115	2017-06-12	380	1903
hres73-115	hres	115	2017-01-31	73	1445
hres819-115	hres	115	2018-04-11	819	1285
hres19-115	hres	115	2017-01-03	19	515
hres913-115	hres	115	2018-05-24	913	1860
hres178-115	hres	115	2017-03-08	178	1942
hres347-115	hres	115	2017-05-19	347	1678
hres200-115	hres	115	2017-03-16	200	1993
hres941-115	hres	115	2018-06-14	941	1667
hres649-115	hres	115	2017-12-07	649	1591
hres554-115	hres	115	2017-10-03	554	872
hres861-115	hres	115	2018-04-27	861	1812
hres448-115	hres	115	2017-07-14	448	1896
hres928-115	hres	115	2018-06-08	928	1954
hres1130-115	hres	115	2018-10-23	1130	854
hres188-115	hres	115	2017-03-09	188	1543
hres582-115	hres	115	2017-10-24	582	1877
hres700-115	hres	115	2018-01-18	700	1726
hres728-115	hres	115	2018-02-07	728	1451
hres588-115	hres	115	2017-10-25	588	1913
hres316-115	hres	115	2017-05-04	316	983
hres586-115	hres	115	2017-10-25	586	1867
hres610-115	hres	115	2017-11-07	610	1871
hres318-115	hres	115	2017-05-08	318	1582
hres869-115	hres	115	2018-05-03	869	1680
hres1016-115	hres	115	2018-07-23	1016	1479
hres1098-115	hres	115	2018-09-27	1098	1007
hres516-115	hres	115	2017-09-13	516	1945
hres290-115	hres	115	2017-04-27	290	1295
hres100-115	hres	115	2017-02-07	100	1889
hres841-115	hres	115	2018-04-24	841	1572
hres521-115	hres	115	2017-09-14	521	1819
hres492-115	hres	115	2017-07-28	492	1542
hres1110-115	hres	115	2018-10-02	1110	1408
hres346-115	hres	115	2017-05-19	346	1786
hres556-115	hres	115	2017-10-04	556	617
hres648-115	hres	115	2017-12-07	648	1877
hres564-115	hres	115	2017-10-10	564	617
hres823-115	hres	115	2018-04-12	823	1572
hres672-115	hres	115	2017-12-21	672	1935
hres1113-115	hres	115	2018-10-02	1113	1643
hres236-115	hres	115	2017-03-30	236	1587
hres170-115	hres	115	2017-03-02	170	1990
hres489-115	hres	115	2017-07-28	489	1393
hres937-115	hres	115	2018-06-13	937	1829
hres739-115	hres	115	2018-02-15	739	1520
hres880-115	hres	115	2018-05-08	880	1424
hres434-115	hres	115	2017-07-11	434	1930
hres986-115	hres	115	2018-07-10	986	1507
hres1029-115	hres	115	2018-07-25	1029	1915
hres222-115	hres	115	2017-03-23	222	1671
hres457-115	hres	115	2017-07-19	457	1950
hres785-115	hres	115	2018-03-15	785	1544
hres603-115	hres	115	2017-11-02	603	187
hres496-115	hres	115	2017-08-18	496	854
hres518-115	hres	115	2017-09-13	518	1646
hres294-115	hres	115	2017-04-28	294	1655
hres838-115	hres	115	2018-04-24	838	1543
hres540-115	hres	115	2017-09-26	540	1328
hres249-115	hres	115	2017-04-05	249	1819
hres1052-115	hres	115	2018-09-06	1052	1850
hres184-115	hres	115	2017-03-09	184	1836
hres192-115	hres	115	2017-03-10	192	1935
hres621-115	hres	115	2017-11-15	621	1605
hres750-115	hres	115	2018-02-26	750	1718
hres760-115	hres	115	2018-03-01	760	1787
hres1165-115	hres	115	2018-11-30	1165	1959
hres211-115	hres	115	2017-03-20	211	705
hres248-115	hres	115	2017-04-04	248	1451
hres354-115	hres	115	2017-05-24	354	1002
hres394-115	hres	115	2017-06-20	394	621
hres12-115	hres	115	2017-01-03	12	593
hres974-115	hres	115	2018-06-28	974	1324
hres1037-115	hres	115	2018-07-26	1037	1857
hres441-115	hres	115	2017-07-12	441	1533
hres401-115	hres	115	2017-06-22	401	515
hres822-115	hres	115	2018-04-12	822	1940
hres922-115	hres	115	2018-06-06	922	617
hres482-115	hres	115	2017-07-27	482	284
hres570-115	hres	115	2017-10-12	570	1914
hres742-115	hres	115	2018-02-16	742	1960
hres301-115	hres	115	2017-05-01	301	1505
hres871-115	hres	115	2018-05-07	871	1841
hres220-115	hres	115	2017-03-22	220	1996
hres1018-115	hres	115	2018-07-24	1018	1328
hres197-115	hres	115	2017-03-13	197	1944
hres507-115	hres	115	2017-09-06	507	872
hres1131-115	hres	115	2018-10-23	1131	1797
hres962-115	hres	115	2018-06-25	962	1881
hres826-115	hres	115	2018-04-13	826	1887
hres550-115	hres	115	2017-10-02	550	1755
hres623-115	hres	115	2017-11-15	623	1614
hres107-115	hres	115	2017-02-07	107	1669
hres911-115	hres	115	2018-05-24	911	1680
hres1043-115	hres	115	2018-08-21	1043	1979
hres572-115	hres	115	2017-10-12	572	1832
hres1025-115	hres	115	2018-07-24	1025	1800
hres1095-115	hres	115	2018-09-27	1095	284
hres94-115	hres	115	2017-02-06	94	1591
hres462-115	hres	115	2017-07-20	462	1408
hres776-115	hres	115	2018-03-13	776	1969
hres1105-115	hres	115	2018-09-28	1105	1956
hres597-115	hres	115	2017-10-31	597	1925
hres285-115	hres	115	2017-04-26	285	1993
hres605-115	hres	115	2017-11-03	605	466
hres1041-115	hres	115	2018-08-07	1041	1435
hres1056-115	hres	115	2018-09-07	1056	1925
hres929-115	hres	115	2018-06-08	929	1782
hres181-115	hres	115	2017-03-08	181	1914
hres1107-115	hres	115	2018-09-28	1107	1549
hres126-115	hres	115	2017-02-14	126	1500
hres263-115	hres	115	2017-04-06	263	1954
hres542-115	hres	115	2017-09-27	542	347
hres1054-115	hres	115	2018-09-06	1054	1960
hres295-115	hres	115	2017-04-28	295	1797
hres729-115	hres	115	2018-02-07	729	1795
hres551-115	hres	115	2017-10-02	551	1835
hres102-115	hres	115	2017-02-07	102	1850
hres1080-115	hres	115	2018-09-25	1080	1995
hres994-115	hres	115	2018-07-16	994	1915
hres933-115	hres	115	2018-06-12	933	1999
hres261-115	hres	115	2017-04-06	261	1625
hres968-115	hres	115	2018-06-26	968	1379
hres259-115	hres	115	2017-04-06	259	1806
hres958-115	hres	115	2018-06-22	958	515
hres54-115	hres	115	2017-01-23	54	1554
hres759-115	hres	115	2018-03-01	759	1889
hres424-115	hres	115	2017-06-29	424	282
hres268-115	hres	115	2017-04-06	268	1777
hres118-115	hres	115	2017-02-13	118	1584
hres711-115	hres	115	2018-01-22	711	1993
hres1154-115	hres	115	2018-11-16	1154	1651
hres388-115	hres	115	2017-06-15	388	1718
hres1090-115	hres	115	2018-09-27	1090	1688
hres495-115	hres	115	2017-07-28	495	1473
hres751-115	hres	115	2018-02-26	751	872
hres902-115	hres	115	2018-05-17	902	1043
hres881-115	hres	115	2018-05-08	881	1955
hres820-115	hres	115	2018-04-11	820	1212
hres663-115	hres	115	2017-12-13	663	617
hres1026-115	hres	115	2018-07-25	1026	1952
hres333-115	hres	115	2017-05-17	333	1833
hres836-115	hres	115	2018-04-23	836	1629
hres733-115	hres	115	2018-02-07	733	1787
hres1159-115	hres	115	2018-11-27	1159	1699
hres317-115	hres	115	2017-05-04	317	989
hres133-115	hres	115	2017-02-16	133	1852
hres201-115	hres	115	2017-03-16	201	989
hres1162-115	hres	115	2018-11-29	1162	347
hres44-115	hres	115	2017-01-11	44	1629
hres89-115	hres	115	2017-02-03	89	1435
hres321-115	hres	115	2017-05-11	321	1835
hres931-115	hres	115	2018-06-08	931	688
hres743-115	hres	115	2018-02-16	743	1322
hres298-115	hres	115	2017-04-28	298	1489
hres565-115	hres	115	2017-10-10	565	1950
hres529-115	hres	115	2017-09-18	529	703
hres361-115	hres	115	2017-05-25	361	1860
hres132-115	hres	115	2017-02-16	132	282
hres966-115	hres	115	2018-06-26	966	1970
hres795-115	hres	115	2018-03-21	795	1451
hres1004-115	hres	115	2018-07-19	1004	1212
hres232-115	hres	115	2017-03-27	232	1982
hres407-115	hres	115	2017-06-26	407	1925
hres218-115	hres	115	2017-03-21	218	1954
hres433-115	hres	115	2017-07-11	433	515
hres817-115	hres	115	2018-04-11	817	1542
hres1089-115	hres	115	2018-09-27	1089	1343
hres893-115	hres	115	2018-05-15	893	1554
hres165-115	hres	115	2017-03-02	165	1451
hres783-115	hres	115	2018-03-14	783	1449
hres443-115	hres	115	2017-07-13	443	1915
hres368-115	hres	115	2017-05-25	368	1390
hres1031-115	hres	115	2018-07-25	1031	1981
hres1103-115	hres	115	2018-09-28	1103	1775
hres927-115	hres	115	2018-06-07	927	284
hres789-115	hres	115	2018-03-19	789	1797
hres1175-115	hres	115	2018-12-11	1175	1551
hres644-115	hres	115	2017-12-04	644	1699
hres307-115	hres	115	2017-05-03	307	1669
hres756-115	hres	115	2018-02-27	756	1791
hres498-115	hres	115	2017-08-29	498	1397
hres366-115	hres	115	2017-05-25	366	1849
hres531-115	hres	115	2017-09-21	531	1699
hres325-115	hres	115	2017-05-16	325	1977
hres1067-115	hres	115	2018-09-13	1067	1939
hres97-115	hres	115	2017-02-07	97	1002
hres515-115	hres	115	2017-09-13	515	1398
hres266-115	hres	115	2017-04-06	266	1956
hres291-115	hres	115	2017-04-27	291	1542
hres470-115	hres	115	2017-07-24	470	1629
hres1028-115	hres	115	2018-07-25	1028	1829
hres128-115	hres	115	2017-02-15	128	1078
hres614-115	hres	115	2017-11-09	614	621
hres571-115	hres	115	2017-10-12	571	1926
hres624-115	hres	115	2017-11-15	624	1899
hres594-115	hres	115	2017-10-31	594	1541
hres158-115	hres	115	2017-02-28	158	231
hres930-115	hres	115	2018-06-08	930	1699
hres226-115	hres	115	2017-03-23	226	1319
hres247-115	hres	115	2017-04-04	247	1324
hres549-115	hres	115	2017-10-02	549	1908
hres60-115	hres	115	2017-01-24	60	1538
hres447-115	hres	115	2017-07-14	447	1999
hres777-115	hres	115	2018-03-13	777	1078
hres1088-115	hres	115	2018-09-26	1088	1612
hres191-115	hres	115	2017-03-10	191	1908
hres1108-115	hres	115	2018-09-28	1108	1697
hres1100-115	hres	115	2018-09-28	1100	1782
hres596-115	hres	115	2017-10-31	596	1916
hres14-115	hres	115	2017-01-03	14	1706
hres87-115	hres	115	2017-02-03	87	1584
hres471-115	hres	115	2017-07-24	471	1935
hres730-115	hres	115	2018-02-07	730	1435
hres341-115	hres	115	2017-05-18	341	1435
hres1003-115	hres	115	2018-07-18	1003	871
hres344-115	hres	115	2017-05-19	344	282
hres224-115	hres	115	2017-03-23	224	258
hres511-115	hres	115	2017-09-08	511	1620
hres387-115	hres	115	2017-06-15	387	1319
hres784-115	hres	115	2018-03-14	784	1990
hres202-115	hres	115	2017-03-16	202	1822
hres950-115	hres	115	2018-06-19	950	1669
hres825-115	hres	115	2018-04-13	825	1297
hres627-115	hres	115	2017-11-16	627	1637
hres1009-115	hres	115	2018-07-23	1009	1827
hres479-115	hres	115	2017-07-27	479	1328
hres337-115	hres	115	2017-05-18	337	1840
hres842-115	hres	115	2018-04-24	842	1646
hres935-115	hres	115	2018-06-12	935	872
hres574-115	hres	115	2017-10-19	574	1584
hres704-115	hres	115	2018-01-18	704	1683
hres840-115	hres	115	2018-04-24	840	187
hres537-115	hres	115	2017-09-26	537	1078
hres555-115	hres	115	2017-10-04	555	1459
hres738-115	hres	115	2018-02-14	738	1803
hres894-115	hres	115	2018-05-15	894	1700
hres731-115	hres	115	2018-02-07	731	1319
hres278-115	hres	115	2017-04-25	278	1794
hres486-115	hres	115	2017-07-28	486	1541
hres474-115	hres	115	2017-07-25	474	593
hres186-115	hres	115	2017-03-09	186	1328
hres1076-115	hres	115	2018-09-25	1076	1680
hres106-115	hres	115	2017-02-07	106	1461
hres799-115	hres	115	2018-03-22	799	1797
hres807-115	hres	115	2018-03-23	807	1212
hres88-115	hres	115	2017-02-03	88	1729
hres21-115	hres	115	2017-01-03	21	617
hres244-115	hres	115	2017-04-03	244	1914
hres561-115	hres	115	2017-10-06	561	1626
hres93-115	hres	115	2017-02-06	93	1504
hres1138-115	hres	115	2018-11-06	1138	319
hres721-115	hres	115	2018-02-02	721	1904
hres405-115	hres	115	2017-06-26	405	1786
hres676-115	hres	115	2018-01-05	676	1002
hres168-115	hres	115	2017-03-02	168	1816
hres850-115	hres	115	2018-04-26	850	1562
