bill_id	bill_type	congress	introduced_at	bill_number	sponsor_SGID
hr1539-115	hr	115	2017-03-15	1539	1638
hr3964-115	hr	115	2017-10-05	3964	1669
hr3666-115	hr	115	2017-08-25	3666	1657
hr5026-115	hr	115	2018-02-14	5026	1976
hr4278-115	hr	115	2017-11-07	4278	1932
hr175-115	hr	115	2017-01-03	175	1475
hr5144-115	hr	115	2018-03-01	5144	1883
hr1025-115	hr	115	2017-02-13	1025	854
hr4087-115	hr	115	2017-10-19	4087	1346
hr511-115	hr	115	2017-01-12	511	1606
hr4275-115	hr	115	2017-11-07	4275	1902
hr5531-115	hr	115	2018-04-17	5531	1566
hr5077-115	hr	115	2018-02-20	5077	1707
hr346-115	hr	115	2017-01-05	346	1996
hr6482-115	hr	115	2018-07-24	6482	1760
hr2327-115	hr	115	2017-05-03	2327	1806
hr5650-115	hr	115	2018-04-27	5650	1078
hr3949-115	hr	115	2017-10-04	3949	1942
hr7078-115	hr	115	2018-10-19	7078	621
hr1650-115	hr	115	2017-03-21	1650	1791
hr5659-115	hr	115	2018-04-27	5659	1956
hr3905-115	hr	115	2017-10-02	3905	1907
hr4405-115	hr	115	2017-11-15	4405	1908
hr3793-115	hr	115	2017-09-14	3793	1995
hr3526-115	hr	115	2017-07-28	3526	1845
hr5247-115	hr	115	2018-03-13	5247	1913
hr4146-115	hr	115	2017-10-26	4146	1489
hr5474-115	hr	115	2018-04-11	5474	1908
hr7167-115	hr	115	2018-11-20	7167	1954
hr5784-115	hr	115	2018-05-11	5784	1550
hr4774-115	hr	115	2018-01-11	4774	1758
hr275-115	hr	115	2017-01-04	275	1844
hr2969-115	hr	115	2017-06-20	2969	1800
hr1846-115	hr	115	2017-03-30	1846	1516
hr3176-115	hr	115	2017-07-11	3176	1957
hr125-115	hr	115	2017-01-03	125	1542
hr3898-115	hr	115	2017-10-02	3898	1821
hr3664-115	hr	115	2017-08-22	3664	1569
hr360-115	hr	115	2017-01-06	360	1459
hr94-115	hr	115	2017-01-03	94	1796
hr7103-115	hr	115	2018-10-30	7103	1822
hr590-115	hr	115	2017-01-20	590	1611
hr3246-115	hr	115	2017-07-14	3246	1979
hr6437-115	hr	115	2018-07-19	6437	570
hr3082-115	hr	115	2017-06-27	3082	1835
hr237-115	hr	115	2017-01-03	237	1264
hr1712-115	hr	115	2017-03-23	1712	1689
hr2474-115	hr	115	2017-05-16	2474	1998
hr6270-115	hr	115	2018-06-28	6270	1631
hr930-115	hr	115	2017-02-07	930	1549
hr5162-115	hr	115	2018-03-05	5162	1860
hr1328-115	hr	115	2017-03-02	1328	1885
hr5314-115	hr	115	2018-03-15	5314	1846
hr3655-115	hr	115	2017-08-15	3655	1078
hr5133-115	hr	115	2018-03-01	5133	1504
hr5356-115	hr	115	2018-03-20	5356	1990
hr6618-115	hr	115	2018-07-26	6618	1678
hr5206-115	hr	115	2018-03-07	5206	1961
hr3207-115	hr	115	2017-07-12	3207	1904
hr82-115	hr	115	2017-01-03	82	1874
hr1878-115	hr	115	2017-04-04	1878	1191
hr3422-115	hr	115	2017-07-26	3422	1614
hr1039-115	hr	115	2017-02-14	1039	1549
hr372-115	hr	115	2017-01-09	372	1695
hr3021-115	hr	115	2017-06-22	3021	1976
hr7006-115	hr	115	2018-09-28	7006	1344
hr2425-115	hr	115	2017-05-16	2425	1791
hr824-115	hr	115	2017-02-02	824	1861
hr239-115	hr	115	2017-01-04	239	1978
hr395-115	hr	115	2017-01-10	395	1956
hr41-115	hr	115	2017-01-03	41	1843
hr6225-115	hr	115	2018-06-26	6225	1861
hr4578-115	hr	115	2017-12-06	4578	1854
hr5890-115	hr	115	2018-05-21	5890	1917
hr3877-115	hr	115	2017-09-28	3877	1833
hr5886-115	hr	115	2018-05-18	5886	1820
hr518-115	hr	115	2017-01-13	518	1297
hr136-115	hr	115	2017-01-03	136	231
hr4682-115	hr	115	2017-12-19	4682	1499
hr6564-115	hr	115	2018-07-26	6564	1654
hr4794-115	hr	115	2018-01-16	4794	1763
hr964-115	hr	115	2017-02-07	964	640
hr3200-115	hr	115	2017-07-12	3200	1806
hr603-115	hr	115	2017-01-23	603	166
hr1759-115	hr	115	2017-03-28	1759	1459
hr2224-115	hr	115	2017-04-28	2224	1587
hr4621-115	hr	115	2017-12-12	4621	1078
hr1561-115	hr	115	2017-03-16	1561	1191
hr2405-115	hr	115	2017-05-11	2405	1078
hr4765-115	hr	115	2018-01-10	4765	1995
hr2317-115	hr	115	2017-05-03	2317	1562
hr6486-115	hr	115	2018-07-24	6486	1948
hr7331-115	hr	115	2018-12-19	7331	1874
hr4631-115	hr	115	2017-12-12	4631	1678
hr4028-115	hr	115	2017-10-12	4028	1531
hr5960-115	hr	115	2018-05-24	5960	1675
hr3786-115	hr	115	2017-09-14	3786	1944
hr2571-115	hr	115	2017-05-19	2571	1631
hr6330-115	hr	115	2018-07-11	6330	1945
hr2919-115	hr	115	2017-06-15	2919	187
hr2696-115	hr	115	2017-05-25	2696	1935
hr402-115	hr	115	2017-01-10	402	1605
hr666-115	hr	115	2017-01-24	666	640
hr6820-115	hr	115	2018-09-13	6820	1969
hr44-115	hr	115	2017-01-03	44	1843
hr1660-115	hr	115	2017-03-21	1660	1554
hr3829-115	hr	115	2017-09-26	3829	1989
hr4708-115	hr	115	2017-12-21	4708	1543
hr3960-115	hr	115	2017-10-04	3960	1078
hr2763-115	hr	115	2017-05-30	2763	1945
hr848-115	hr	115	2017-02-03	848	1968
hr3484-115	hr	115	2017-07-27	3484	1939
hr3755-115	hr	115	2017-09-13	3755	1212
hr1724-115	hr	115	2017-03-24	1724	1800
hr1364-115	hr	115	2017-03-06	1364	1930
hr22-115	hr	115	2017-01-03	22	1541
hr2956-115	hr	115	2017-06-20	2956	1540
hr6160-115	hr	115	2018-06-20	6160	1648
hr1666-115	hr	115	2017-03-22	1666	617
hr6088-115	hr	115	2018-06-13	6088	1900
hr4041-115	hr	115	2017-10-12	4041	1615
hr6110-115	hr	115	2018-06-14	6110	1818
hr4899-115	hr	115	2018-01-30	4899	1846
hr6432-115	hr	115	2018-07-18	6432	1960
hr4159-115	hr	115	2017-10-26	4159	1212
hr4508-115	hr	115	2017-12-01	4508	1530
hr3299-115	hr	115	2017-07-19	3299	1531
hr601-115	hr	115	2017-01-23	601	713
hr365-115	hr	115	2017-01-06	365	1646
hr5539-115	hr	115	2018-04-17	5539	1980
hr3029-115	hr	115	2017-06-22	3029	1853
hr2315-115	hr	115	2017-05-03	2315	1449
hr4077-115	hr	115	2017-10-19	4077	1856
hr899-115	hr	115	2017-02-07	899	1784
hr4438-115	hr	115	2017-11-16	4438	1924
hr2640-115	hr	115	2017-05-24	2640	693
hr4451-115	hr	115	2017-11-16	4451	1839
hr6069-115	hr	115	2018-06-12	6069	1802
hr7356-115	hr	115	2018-12-20	7356	1901
hr2133-115	hr	115	2017-04-25	2133	1647
hr2827-115	hr	115	2017-06-08	2827	1786
hr5882-115	hr	115	2018-05-18	5882	1817
hr3986-115	hr	115	2017-10-05	3986	1191
hr2999-115	hr	115	2017-06-22	2999	1777
hr3920-115	hr	115	2017-10-03	3920	1818
hr5343-115	hr	115	2018-03-20	5343	1891
hr4067-115	hr	115	2017-10-12	4067	1818
hr4261-115	hr	115	2017-11-06	4261	1043
hr5716-115	hr	115	2018-05-09	5716	1574
hr3007-115	hr	115	2017-06-22	3007	1796
hr2447-115	hr	115	2017-05-16	2447	1797
hr42-115	hr	115	2017-01-03	42	1843
hr869-115	hr	115	2017-02-03	869	1835
hr1622-115	hr	115	2017-03-17	1622	1799
hr1207-115	hr	115	2017-02-21	1207	1546
hr5562-115	hr	115	2018-04-18	5562	1936
hr4079-115	hr	115	2017-10-19	4079	1913
hr1803-115	hr	115	2017-03-30	1803	1906
hr4716-115	hr	115	2017-12-21	4716	1513
hr2475-115	hr	115	2017-05-17	2475	1043
hr1056-115	hr	115	2017-02-14	1056	1665
hr718-115	hr	115	2017-01-27	718	1431
hr811-115	hr	115	2017-02-01	811	1983
hr1565-115	hr	115	2017-03-16	1565	1821
hr698-115	hr	115	2017-01-24	698	1700
hr6423-115	hr	115	2018-07-18	6423	1605
hr2942-115	hr	115	2017-06-20	2942	284
hr1008-115	hr	115	2017-02-13	1008	1989
hr6559-115	hr	115	2018-07-26	6559	608
hr420-115	hr	115	2017-01-10	420	1950
hr4659-115	hr	115	2017-12-14	4659	1647
hr5210-115	hr	115	2018-03-07	5210	1387
hr4690-115	hr	115	2017-12-20	4690	1670
hr4857-115	hr	115	2018-01-19	4857	1831
hr6563-115	hr	115	2018-07-26	6563	891
hr1821-115	hr	115	2017-03-30	1821	62
hr5516-115	hr	115	2018-04-13	5516	1946
hr5794-115	hr	115	2018-05-15	5794	466
hr6158-115	hr	115	2018-06-20	6158	1700
hr5928-115	hr	115	2018-05-23	5928	1626
hr7198-115	hr	115	2018-11-29	7198	1979
hr1322-115	hr	115	2017-03-02	1322	1680
hr7294-115	hr	115	2018-12-13	7294	1654
hr2607-115	hr	115	2017-05-23	2607	1899
hr2507-115	hr	115	2017-05-17	2507	1580
hr6507-115	hr	115	2018-07-25	6507	1667
hr4460-115	hr	115	2017-11-28	4460	1757
hr2532-115	hr	115	2017-05-18	2532	1306
hr1734-115	hr	115	2017-03-27	1734	2003
hr6079-115	hr	115	2018-06-12	6079	1805
hr4494-115	hr	115	2017-11-30	4494	1806
hr4001-115	hr	115	2017-10-10	4001	1681
hr4483-115	hr	115	2017-11-29	4483	1964
hr1825-115	hr	115	2017-03-30	1825	1838
hr7210-115	hr	115	2018-11-30	7210	1989
hr4915-115	hr	115	2018-02-02	4915	1720
hr2323-115	hr	115	2017-05-03	2323	1680
hr5001-115	hr	115	2018-02-13	5001	1398
hr1865-115	hr	115	2017-04-03	1865	1825
hr5440-115	hr	115	2018-04-09	5440	1927
hr1817-115	hr	115	2017-03-30	1817	282
hr1138-115	hr	115	2017-02-16	1138	1793
hr664-115	hr	115	2017-01-24	664	1841
hr7016-115	hr	115	2018-10-02	7016	593
hr6472-115	hr	115	2018-07-23	6472	1699
hr6104-115	hr	115	2018-06-14	6104	1754
hr3048-115	hr	115	2017-06-23	3048	1794
hr3823-115	hr	115	2017-09-25	3823	1284
hr2351-115	hr	115	2017-05-04	2351	1212
hr3204-115	hr	115	2017-07-12	3204	1870
hr6598-115	hr	115	2018-07-26	6598	1856
hr4902-115	hr	115	2018-01-30	4902	1939
hr2498-115	hr	115	2017-05-17	2498	1922
hr5976-115	hr	115	2018-05-25	5976	1791
hr7188-115	hr	115	2018-11-29	7188	1978
hr4390-115	hr	115	2017-11-14	4390	1918
hr6067-115	hr	115	2018-06-12	6067	593
hr3332-115	hr	115	2017-07-20	3332	1637
hr1216-115	hr	115	2017-02-24	1216	1820
hr3158-115	hr	115	2017-06-29	3158	1800
hr1645-115	hr	115	2017-03-21	1645	1789
hr3752-115	hr	115	2017-09-12	3752	1969
hr4694-115	hr	115	2017-12-20	4694	1880
hr7362-115	hr	115	2018-12-20	7362	1843
hr1131-115	hr	115	2017-02-16	1131	1885
hr5373-115	hr	115	2018-03-21	5373	1803
hr613-115	hr	115	2017-01-23	613	1777
hr2735-115	hr	115	2017-05-25	2735	1587
hr7376-115	hr	115	2018-12-20	7376	1856
hr6980-115	hr	115	2018-09-28	6980	1883
hr5771-115	hr	115	2018-05-10	5771	1078
hr1922-115	hr	115	2017-04-05	1922	1502
hr1682-115	hr	115	2017-03-22	1682	1611
hr6914-115	hr	115	2018-09-26	6914	1930
hr2303-115	hr	115	2017-05-03	2303	1797
hr1150-115	hr	115	2017-02-16	1150	1830
hr2526-115	hr	115	2017-05-18	2526	1680
hr1038-115	hr	115	2017-02-14	1038	1773
hr5849-115	hr	115	2018-05-16	5849	1683
hr6281-115	hr	115	2018-06-28	6281	1920
hr4222-115	hr	115	2017-11-02	4222	1782
hr489-115	hr	115	2017-01-12	489	1786
hr741-115	hr	115	2017-01-30	741	1637
hr801-115	hr	115	2017-02-01	801	1948
hr3579-115	hr	115	2017-07-28	3579	284
hr3000-115	hr	115	2017-06-22	3000	1541
hr478-115	hr	115	2017-01-12	478	1541
hr1075-115	hr	115	2017-02-15	1075	1591
hr1170-115	hr	115	2017-02-16	1170	1961
hr1955-115	hr	115	2017-04-05	1955	1688
hr1589-115	hr	115	2017-03-16	1589	1390
hr6960-115	hr	115	2018-09-27	6960	1406
hr1902-115	hr	115	2017-04-05	1902	1379
hr5485-115	hr	115	2018-04-12	5485	1894
hr6363-115	hr	115	2018-07-12	6363	1191
hr1646-115	hr	115	2017-03-21	1646	1582
hr4785-115	hr	115	2018-01-12	4785	1731
hr4910-115	hr	115	2018-01-30	4910	1712
hr3547-115	hr	115	2017-07-28	3547	1408
hr947-115	hr	115	2017-02-07	947	284
hr2987-115	hr	115	2017-06-21	2987	1961
hr777-115	hr	115	2017-01-31	777	1048
hr6621-115	hr	115	2018-07-26	6621	1669
hr833-115	hr	115	2017-02-02	833	1809
hr1562-115	hr	115	2017-03-16	1562	1858
hr4075-115	hr	115	2017-10-16	4075	1969
hr6347-115	hr	115	2018-07-12	6347	1910
hr1969-115	hr	115	2017-04-06	1969	1385
hr1635-115	hr	115	2017-03-20	1635	1638
hr937-115	hr	115	2017-02-07	937	1868
hr6869-115	hr	115	2018-09-25	6869	1191
hr2891-115	hr	115	2017-06-13	2891	91
hr3103-115	hr	115	2017-06-28	3103	1853
hr3052-115	hr	115	2017-06-23	3052	1606
hr6600-115	hr	115	2018-07-26	6600	1651
hr1378-115	hr	115	2017-03-07	1378	1648
hr2550-115	hr	115	2017-05-19	2550	1390
hr5107-115	hr	115	2018-02-27	5107	1852
hr549-115	hr	115	2017-01-13	549	1905
hr1600-115	hr	115	2017-03-17	1600	1541
hr5418-115	hr	115	2018-03-29	5418	1879
hr3107-115	hr	115	2017-06-29	3107	1541
hr7214-115	hr	115	2018-12-03	7214	1435
hr6124-115	hr	115	2018-06-15	6124	1549
hr3184-115	hr	115	2017-07-11	3184	1917
hr873-115	hr	115	2017-02-06	873	1915
hr4723-115	hr	115	2017-12-21	4723	1695
hr6096-115	hr	115	2018-06-13	6096	1584
hr7084-115	hr	115	2018-10-23	7084	1877
hr2018-115	hr	115	2017-04-06	2018	1613
hr3033-115	hr	115	2017-06-23	3033	1945
hr5411-115	hr	115	2018-03-26	5411	1812
hr2543-115	hr	115	2017-05-18	2543	1688
hr3342-115	hr	115	2017-07-20	3342	1915
hr1963-115	hr	115	2017-04-05	1963	1516
hr4243-115	hr	115	2017-11-03	4243	1669
hr5468-115	hr	115	2018-04-11	5468	1756
hr504-115	hr	115	2017-01-12	504	1651
hr592-115	hr	115	2017-01-20	592	1638
hr4954-115	hr	115	2018-02-06	4954	1967
hr6275-115	hr	115	2018-06-28	6275	1895
hr1557-115	hr	115	2017-03-16	1557	1945
hr2209-115	hr	115	2017-04-27	2209	1860
hr6992-115	hr	115	2018-09-28	6992	1939
hr1860-115	hr	115	2017-04-03	1860	1324
hr1374-115	hr	115	2017-03-07	1374	1569
hr6046-115	hr	115	2018-06-07	6046	1794
hr3026-115	hr	115	2017-06-22	3026	1794
hr4321-115	hr	115	2017-11-09	4321	1191
hr4613-115	hr	115	2017-12-11	4613	1548
hr4568-115	hr	115	2017-12-06	4568	1714
hr5190-115	hr	115	2018-03-07	5190	1758
hr4052-115	hr	115	2017-10-12	4052	1804
hr6184-115	hr	115	2018-06-21	6184	1551
hr7072-115	hr	115	2018-10-16	7072	1583
hr6733-115	hr	115	2018-09-07	6733	1891
hr1223-115	hr	115	2017-02-27	1223	1564
hr5351-115	hr	115	2018-03-20	5351	1946
hr3245-115	hr	115	2017-07-14	3245	1564
hr4549-115	hr	115	2017-12-05	4549	1541
hr5137-115	hr	115	2018-03-01	5137	1886
hr2015-115	hr	115	2017-04-06	2015	306
hr831-115	hr	115	2017-02-02	831	1885
hr6967-115	hr	115	2018-09-28	6967	1520
hr3810-115	hr	115	2017-09-21	3810	1675
hr3340-115	hr	115	2017-07-20	3340	306
hr938-115	hr	115	2017-02-07	938	1502
hr453-115	hr	115	2017-01-11	453	914
hr3310-115	hr	115	2017-07-19	3310	608
hr2688-115	hr	115	2017-05-25	2688	466
hr6679-115	hr	115	2018-08-24	6679	1949
hr756-115	hr	115	2017-01-31	756	1671
hr1472-115	hr	115	2017-03-09	1472	1435
hr4251-115	hr	115	2017-11-03	4251	1049
hr6149-115	hr	115	2018-06-19	6149	1591
hr6988-115	hr	115	2018-09-28	6988	1459
hr5832-115	hr	115	2018-05-15	5832	1707
hr4947-115	hr	115	2018-02-06	4947	1804
hr3091-115	hr	115	2017-06-28	3091	1858
hr1394-115	hr	115	2017-03-07	1394	1819
hr6235-115	hr	115	2018-06-26	6235	1700
hr415-115	hr	115	2017-01-10	415	1950
hr5488-115	hr	115	2018-04-12	5488	325
hr281-115	hr	115	2017-01-04	281	1990
hr5871-115	hr	115	2018-05-17	5871	1949
hr112-115	hr	115	2017-01-03	112	1566
hr1234-115	hr	115	2017-02-27	1234	1755
hr58-115	hr	115	2017-01-03	58	593
hr1786-115	hr	115	2017-03-29	1786	1572
hr50-115	hr	115	2017-01-03	50	1530
hr3361-115	hr	115	2017-07-24	3361	1987
hr4144-115	hr	115	2017-10-26	4144	1397
hr5966-115	hr	115	2018-05-24	5966	1728
hr5887-115	hr	115	2018-05-21	5887	187
hr31-115	hr	115	2017-01-03	31	1827
hr6730-115	hr	115	2018-09-07	6730	450
hr5384-115	hr	115	2018-03-22	5384	1858
hr4590-115	hr	115	2017-12-07	4590	1502
hr157-115	hr	115	2017-01-03	157	515
hr5836-115	hr	115	2018-05-16	5836	1882
hr2228-115	hr	115	2017-04-28	2228	1819
hr1142-115	hr	115	2017-02-16	1142	325
hr1498-115	hr	115	2017-03-10	1498	231
hr6588-115	hr	115	2018-07-26	6588	1896
hr3169-115	hr	115	2017-07-10	3169	1975
hr292-115	hr	115	2017-01-04	292	1264
hr4535-115	hr	115	2017-12-04	4535	284
hr1174-115	hr	115	2017-02-16	1174	872
hr5313-115	hr	115	2018-03-15	5313	1690
hr1726-115	hr	115	2017-03-27	1726	1625
hr5504-115	hr	115	2018-04-13	5504	1968
hr5015-115	hr	115	2018-02-14	5015	99
hr3132-115	hr	115	2017-06-29	3132	1569
hr1790-115	hr	115	2017-03-29	1790	1849
hr1343-115	hr	115	2017-03-02	1343	1718
hr6037-115	hr	115	2018-06-07	6037	1544
hr4663-115	hr	115	2017-12-15	4663	1837
hr1861-115	hr	115	2017-04-03	1861	1751
hr1950-115	hr	115	2017-04-05	1950	1495
hr2701-115	hr	115	2017-05-25	2701	1832
hr2170-115	hr	115	2017-04-26	2170	1790
hr7281-115	hr	115	2018-12-12	7281	1542
hr1592-115	hr	115	2017-03-16	1592	1805
hr4476-115	hr	115	2017-11-29	4476	1582
hr6269-115	hr	115	2018-06-28	6269	1948
hr5799-115	hr	115	2018-05-15	5799	1499
hr4245-115	hr	115	2017-11-03	4245	1583
hr502-115	hr	115	2017-01-12	502	1459
hr4827-115	hr	115	2018-01-18	4827	1880
hr5523-115	hr	115	2018-04-16	5523	1931
hr6326-115	hr	115	2018-07-10	6326	1366
hr1220-115	hr	115	2017-02-27	1220	1449
hr5773-115	hr	115	2018-05-11	5773	1574
hr1370-115	hr	115	2017-03-06	1370	1543
hr5678-115	hr	115	2018-05-07	5678	1637
hr7104-115	hr	115	2018-10-30	7104	1881
hr2187-115	hr	115	2017-04-27	2187	1766
hr1613-115	hr	115	2017-03-17	1613	1777
hr6273-115	hr	115	2018-06-28	6273	1998
hr4124-115	hr	115	2017-10-25	4124	705
hr1194-115	hr	115	2017-02-16	1194	1707
hr3078-115	hr	115	2017-06-27	3078	1943
hr3379-115	hr	115	2017-07-25	3379	1628
hr1975-115	hr	115	2017-04-06	1975	1322
hr1365-115	hr	115	2017-03-06	1365	1896
hr308-115	hr	115	2017-01-05	308	1901
hr1897-115	hr	115	2017-04-04	1897	1548
hr1738-115	hr	115	2017-03-27	1738	1681
hr974-115	hr	115	2017-02-07	974	1979
hr5697-115	hr	115	2018-05-08	5697	1474
hr675-115	hr	115	2017-01-24	675	1531
hr765-115	hr	115	2017-01-31	765	1191
hr53-115	hr	115	2017-01-03	53	593
hr2802-115	hr	115	2017-06-07	2802	1628
hr1357-115	hr	115	2017-03-02	1357	1990
hr2175-115	hr	115	2017-04-26	2175	1967
hr3562-115	hr	115	2017-07-28	3562	1872
hr3730-115	hr	115	2017-09-11	3730	2004
hr5809-115	hr	115	2018-05-15	5809	1803
hr352-115	hr	115	2017-01-06	352	1720
hr5040-115	hr	115	2018-02-15	5040	1002
hr4934-115	hr	115	2018-02-05	4934	1016
hr6144-115	hr	115	2018-06-19	6144	306
hr2979-115	hr	115	2017-06-21	2979	1870
hr7030-115	hr	115	2018-10-02	7030	1516
hr4331-115	hr	115	2017-11-09	4331	1569
hr6541-115	hr	115	2018-07-26	6541	1735
hr1040-115	hr	115	2017-02-14	1040	1502
hr1377-115	hr	115	2017-03-07	1377	1648
hr4724-115	hr	115	2017-12-21	4724	1830
hr3356-115	hr	115	2017-07-24	3356	1811
hr437-115	hr	115	2017-01-11	437	1564
hr6081-115	hr	115	2018-06-13	6081	1948
hr4835-115	hr	115	2018-01-18	4835	1804
hr4019-115	hr	115	2017-10-11	4019	1954
hr2062-115	hr	115	2017-04-06	2062	1981
hr5333-115	hr	115	2018-03-19	5333	1611
hr2240-115	hr	115	2017-04-28	2240	1922
hr793-115	hr	115	2017-02-01	793	1442
hr3639-115	hr	115	2017-08-01	3639	705
hr7327-115	hr	115	2018-12-19	7327	1934
hr2686-115	hr	115	2017-05-25	2686	1908
hr810-115	hr	115	2017-02-01	810	1007
hr2470-115	hr	115	2017-05-16	2470	1455
hr3447-115	hr	115	2017-07-27	3447	1637
hr4221-115	hr	115	2017-11-02	4221	1078
hr3957-115	hr	115	2017-10-04	3957	1980
hr4141-115	hr	115	2017-10-26	4141	593
hr678-115	hr	115	2017-01-24	678	1961
hr2876-115	hr	115	2017-06-12	2876	1285
hr1599-115	hr	115	2017-03-17	1599	608
hr5929-115	hr	115	2018-05-23	5929	1591
hr3699-115	hr	115	2017-09-07	3699	621
hr2732-115	hr	115	2017-05-25	2732	1406
hr1475-115	hr	115	2017-03-09	1475	733
hr2692-115	hr	115	2017-05-25	2692	1533
hr6290-115	hr	115	2018-06-28	6290	1461
hr5876-115	hr	115	2018-05-18	5876	1766
hr2429-115	hr	115	2017-05-16	2429	1957
hr2943-115	hr	115	2017-06-20	2943	1878
hr4681-115	hr	115	2017-12-19	4681	347
hr3351-115	hr	115	2017-07-20	3351	1048
hr1464-115	hr	115	2017-03-09	1464	1846
hr4636-115	hr	115	2017-12-13	4636	1385
hr3932-115	hr	115	2017-10-03	3932	1651
hr4604-115	hr	115	2017-12-07	4604	1582
hr5792-115	hr	115	2018-05-15	5792	1628
hr7390-115	hr	115	2018-12-21	7390	593
hr4065-115	hr	115	2017-10-12	4065	1191
hr5576-115	hr	115	2018-04-18	5576	1805
hr4969-115	hr	115	2018-02-07	4969	1543
hr3935-115	hr	115	2017-10-03	3935	1345
hr5782-115	hr	115	2018-05-11	5782	1812
hr1543-115	hr	115	2017-03-15	1543	1754
hr5093-115	hr	115	2018-02-26	5093	1942
hr702-115	hr	115	2017-01-27	702	258
hr2516-115	hr	115	2017-05-18	2516	2003
hr5994-115	hr	115	2018-06-01	5994	1728
hr1696-115	hr	115	2017-03-23	1696	1549
hr180-115	hr	115	2017-01-03	180	1843
hr2278-115	hr	115	2017-05-01	2278	1700
hr1146-115	hr	115	2017-02-16	1146	1584
hr5856-115	hr	115	2018-05-16	5856	1705
hr181-115	hr	115	2017-01-03	181	1843
hr5906-115	hr	115	2018-05-22	5906	715
hr3674-115	hr	115	2017-09-05	3674	1078
hr917-115	hr	115	2017-02-07	917	1793
hr1847-115	hr	115	2017-03-30	1847	1805
hr612-115	hr	115	2017-01-23	612	1435
hr1960-115	hr	115	2017-04-05	1960	1076
hr4878-115	hr	115	2018-01-25	4878	258
hr493-115	hr	115	2017-01-12	493	1366
hr6961-115	hr	115	2018-09-27	6961	1789
hr1141-115	hr	115	2017-02-16	1141	319
hr1930-115	hr	115	2017-04-05	1930	1816
hr3344-115	hr	115	2017-07-20	3344	1435
hr6713-115	hr	115	2018-09-06	6713	1628
hr6864-115	hr	115	2018-09-24	6864	1786
hr6836-115	hr	115	2018-09-17	6836	1564
hr5079-115	hr	115	2018-02-23	5079	1875
hr3214-115	hr	115	2017-07-12	3214	1726
hr2480-115	hr	115	2017-05-17	2480	1735
hr6821-115	hr	115	2018-09-13	6821	1980
hr5879-115	hr	115	2018-05-18	5879	1681
hr6418-115	hr	115	2018-07-18	6418	1804
hr2073-115	hr	115	2017-04-06	2073	1191
hr6462-115	hr	115	2018-07-19	6462	1606
hr4773-115	hr	115	2018-01-11	4773	1846
hr2058-115	hr	115	2017-04-06	2058	1541
hr5997-115	hr	115	2018-06-05	5997	1786
hr2815-115	hr	115	2017-06-07	2815	1651
hr3833-115	hr	115	2017-09-26	3833	1895
hr3075-115	hr	115	2017-06-27	3075	1916
hr4030-115	hr	115	2017-10-12	4030	1615
hr2669-115	hr	115	2017-05-25	2669	99
hr1736-115	hr	115	2017-03-27	1736	1721
hr3864-115	hr	115	2017-09-28	3864	1489
hr2147-115	hr	115	2017-04-26	2147	1628
hr821-115	hr	115	2017-02-02	821	284
hr4779-115	hr	115	2018-01-11	4779	1319
hr4237-115	hr	115	2017-11-03	4237	1540
hr2700-115	hr	115	2017-05-25	2700	1832
hr5592-115	hr	115	2018-04-24	5592	1002
hr6611-115	hr	115	2018-07-26	6611	1966
hr1616-115	hr	115	2017-03-17	1616	1978
hr1486-115	hr	115	2017-03-09	1486	1158
hr2983-115	hr	115	2017-06-21	2983	621
hr2233-115	hr	115	2017-04-28	2233	1690
hr3896-115	hr	115	2017-10-02	3896	1385
hr1935-115	hr	115	2017-04-05	1935	1915
hr74-115	hr	115	2017-01-03	74	1756
hr5355-115	hr	115	2018-03-20	5355	872
hr5306-115	hr	115	2018-03-15	5306	1638
hr7202-115	hr	115	2018-11-29	7202	1606
hr902-115	hr	115	2017-02-07	902	1846
hr5446-115	hr	115	2018-04-10	5446	1912
hr3532-115	hr	115	2017-07-28	3532	1910
hr2418-115	hr	115	2017-05-11	2418	872
hr5686-115	hr	115	2018-05-07	5686	1646
hr1531-115	hr	115	2017-03-15	1531	99
hr3577-115	hr	115	2017-07-28	3577	1513
hr3554-115	hr	115	2017-07-28	3554	1782
hr500-115	hr	115	2017-01-12	500	1765
hr2326-115	hr	115	2017-05-03	2326	1822
hr4192-115	hr	115	2017-10-31	4192	1550
hr4507-115	hr	115	2017-11-30	4507	1612
hr4596-115	hr	115	2017-12-07	4596	1654
hr6970-115	hr	115	2018-09-28	6970	1913
hr3668-115	hr	115	2017-09-01	3668	1760
hr483-115	hr	115	2017-01-12	483	1625
hr7111-115	hr	115	2018-10-30	7111	1979
hr6972-115	hr	115	2018-09-28	6972	1212
hr2628-115	hr	115	2017-05-24	2628	466
hr4369-115	hr	115	2017-11-09	4369	1212
hr3394-115	hr	115	2017-07-25	3394	1548
hr1485-115	hr	115	2017-03-09	1485	1990
hr5883-115	hr	115	2018-05-18	5883	1728
hr5645-115	hr	115	2018-04-27	5645	1927
hr6359-115	hr	115	2018-07-12	6359	1946
hr7227-115	hr	115	2018-12-10	7227	1637
hr389-115	hr	115	2017-01-10	389	1002
hr4597-115	hr	115	2017-12-07	4597	1957
hr4110-115	hr	115	2017-10-24	4110	688
hr6447-115	hr	115	2018-07-19	6447	1503
hr5044-115	hr	115	2018-02-15	5044	187
hr6267-115	hr	115	2018-06-28	6267	1782
hr4072-115	hr	115	2017-10-16	4072	1890
